OBJECTID,Country,Region,Subregion,Location,State_Region,Location_type,Project_name,Capacity_m3_d,Size_,Capacity_MGD,Capacity_MIGD,Units,Unit_size_m3_d,Unit_size_MGD_,Unit_size_MIGD_,Technical_notes,Technology,Thermal_design,Thermal_equipment,Membrane_supplier_RO_,Membrane_type_RO_,ERD_supplier,ERD_type,DAF_pretreatment_supplier,DAF_brand,MF_UF_Pretreatment_Supplier,MF_UF_brand,Other_pretreatment,Feedwater,Award_date,Online_date,Consultant,Consultant_2,Consultant_3,Customer_type,Industry,Customer,Plant_status,Plant_type,Plant_supplier,Plant_supplier_share,Plant_supplier_2,Plant_supplier_2_share,Plant_supplier_3,Plant_supplier_3_share,Plant_supplier_4,Plant_supplier_4_share,Plant_supplier_5,Plant_supplier_5_share,Procurement_model,Concession_period,Dev_consortium,Developer,Dev_share,Developer_2,Dev2_share,Developer_3,Dev3_share,Developer_4,Dev4_share,Developer_5,Dev5_share,Developer_6,Dev6_share,EPC_price,Water_price_USD_m3_,Last_update,Latitude,Longitude,Contact,Feedwater_Ph,Feedwater_salinity,Feedwater_temp_minimum,Feedwater_temp_maximum,Product_water_salinity,Product_water_temp,Civil_contractor_offshore_,Civil_contractor_onshore_,Consultant_1,Developer_codeveloper,Engineering_Consultancy,Environmental_advisor,EPC_contractor_desal_,EPC_contractor_pipeline_,EPC_contractor_power_,EPCM_contractor,Equipment_Supplier_Desal_uns_87,Equipment_supplier_Membranes_88,Equipment_Supplier_Chemical__89,Equipment_supplier_DAF_pretr_90,Equipment_Supplier_Energy_Re_91,Equipment_Supplier_Glass_Rei_92,Equipment_Supplier_High_Pres_93,Equipment_Supplier_Low_Press_94,Equipment_Supplier_Membranes_95,Equipment_Supplier_Membranes_96,Equipment_Supplier_Motors,Equipment_Supplier_Pipes_uns_98,Equipment_Supplier_Pressure__99,Equipment_Supplier_Pretreatm_100,Equipment_Supplier_Pumps_Bri_101,Equipment_Supplier_Pumps_Bri_102,Equipment_Supplier_Pumps_Hig_103,Equipment_Supplier_Pumps_Not_104,Equipment_Supplier_Steel,Equipment_Supplier_Valves,Financial_advisor,Government_agency,Holding_Company,Insurance_adviser,Legal_advisor,Lender,Lender_engineer,O_M_contractor,Off_taker,Owner___Client,Owners_engineer,Prime_contractor,Project_Company,Sponsor,Subcontractor,Technical_advisor,Technology_provider,Winner,Short_listed1,Short_listed2,Short_listed3,Short_listed4,Short_listed5,Bid_submitted1,Bid_submitted2,Bid_submitted3,Bid_submitted4,Bid_submitted5,Pre_qualified1,Pre_qualified2,Pre_qualified3,Pre_qualified4,Pre_qualified5,Statement_of_qualification1,Statement_of_qualification2,Statement_of_qualification3,Statement_of_qualification4,Statement_of_qualification5,RO_System,RO_Configuration,RO_Feed_Pump_Drive,RO_Control_Type,RO_Energy_Recovery,RO_Electrical_Power_Consumpt_150,RO_Membrane_Type,RO_Pre_Treament_1st_Stage,RO_NPS_Or_MWCO,RO_Pre_Treament_2nd_Stage,RO_Pre_Treament_3rd_Stage,RO_Pre_Treament_4th_Stage,RO_Pre_Treament_5th_Stage,RO_Passivation,RO_Disinfection,RO_Dosed_Chemical_1st_Stage,MED_Design,MED_System,MED_Equipment,MED_Type,MED_Geometry,MED_Configuration,MED_Power_Consumption,MED_Gain_Output_Ratio,MSF_Design,MSF_System,MSF_Equipment,MSF_Type,MSF_Geometry,MSF_Configuration,MSF_Heat_Recovery_Stages,MSF_Heat_Rejection_Stages,MSF_Gain_Output_Ratio
2265,U.S.A.,Americas,North America,Lubbock,Texas,Land based,Lubbock,378,S,0.100000000000000,0.080000000000000,1,378.000000000000000,0.100000000000000,0.080000000000000,,RO (Reverse Osmosis),,,,,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),1975,1976,,,,Industry (TDS <10ppm),,Devro,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100,,,,,,,,,EPC,,,,,,,,,,,,,,,"390,000 USD",,2012-06-27 03:32:31 UTC,33.577863100000002,-101.855166499999996,,,,,,,,,,,,,,Siemens Water Technologies,,,,,,,,,,,,,,,,,,,,,,,,,,"Evoqua Water Technologies, LLC",,,,,,,Devro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2266,U.S.A.,Americas,North America,Gasparilla,Florida,Land based,Gasparilla,378,S,0.100000000000000,0.080000000000000,1,378.000000000000000,0.100000000000000,0.080000000000000,,RO (Reverse Osmosis),,,,,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),1972,1973,,,,Municipalities as drinking water (TDS 10ppm - <1000ppm),,City of Gasparilla,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100,,,,,,,,,EPC,,,,,,,,,,,,,,,"390,000 USD",,2012-06-27 03:32:07 UTC,26.804789599999999,-82.276761199999996,,,,,,,,,,,,,,Siemens Water Technologies,,,,,,,,,,,,,,,,,,,,,,,,,,"Evoqua Water Technologies, LLC",,,,,,,City of Gasparilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2267,U.S.A.,Americas,North America,Reading,Pennsylvania,Land based,Reading,378,S,0.100000000000000,0.080000000000000,1,378.000000000000000,0.100000000000000,0.080000000000000,,RO (Reverse Osmosis),,,,,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),1978,1979,,,,Industry (TDS <10ppm),,,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100,,,,,,,,,EPC,,,,,,,,,,,,,,,"390,000 USD",,2012-06-27 03:32:25 UTC,40.335648300000003,-75.926874699999999,,,,,,,,,,,,,,Aqua Media,,,,,,,,,,,,,,,,,,,,,,,,,,"Evoqua Water Technologies, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2268,U.S.A.,Americas,North America,Homestead,Florida,Land based,Homestead,378,S,0.100000000000000,0.080000000000000,1,378.000000000000000,0.100000000000000,0.080000000000000,,RO (Reverse Osmosis),,,,,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),2000,2000,,,,Municipalities as drinking water (TDS 10ppm - <1000ppm),,Kerry Bromeliad ,Online,Stand-alone,Harn R/O Systems Inc.,100,,,,,,,,,EPC,,,,,,,,,,,,,,,"390,000 USD",,2012-06-27 03:32:08 UTC,25.468722400000001,-80.477556899999996,,,,,,,,,,,,,,Harn R/O Systems Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,Harn R/O Systems Inc.,,,,,,,Kerry Bromeliad ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2269,U.S.A.,Americas,North America,Lenoir,North Carolina,Land based,Lenoir,378,S,0.100000000000000,0.080000000000000,2,189.000000000000000,0.050000000000000,0.040000000000000,,RO (Reverse Osmosis),,,,,,,,,,,,Wastewater,1974,1975,,,,Industry (TDS <10ppm),,,Presumed Offline,Stand-alone,,,,,,,,,,,EPC,,,,,,,,,,,,,,,"560,000 USD",,2012-06-27 03:32:19 UTC,35.914019600000003,-81.538984900000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2271,U.S.A.,Americas,North America,Redondo,California,Land based,Redondo,378,S,0.100000000000000,0.080000000000000,1,378.000000000000000,0.100000000000000,0.080000000000000,,MED (Multi-effect Distillation),,STE (Submerged tube Evaporator),,,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),1955,1956,,,,Power stations (TDS <10ppm),Power,,Presumed Offline,Stand-alone,Envirogenics,100,,,,,,,,,EPC,,,,,,,,,,,,,,,"390,000 USD",,2014-04-03 15:29:56 UTC,33.849181600000001,-118.388407799999996,,,,,,,,,,,,,,Envirogenics,,,,,,,,,,,,,,,,,,,,,,,,,,Envirogenics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STE (Submerged tube Evaporator),,,,,,,,,,,,,,
2272,U.S.A.,Americas,North America,Rocky Mount,North Carolina,Land based,Rocky Mount,378,S,0.100000000000000,0.080000000000000,1,378.000000000000000,0.100000000000000,0.080000000000000,,MED (Multi-effect Distillation),,,,,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),1975,1976,,,,Industry (TDS <10ppm),Refining/Chemicals,Abbott,Presumed Offline,Stand-alone,Altus Capital Partners,100,,,,,,,,,EPC,,,,,,,,,,,,,,,"390,000 USD",,2014-04-03 15:29:59 UTC,35.938210300000001,-77.790533999999994,,,,,,0,,,,,,,,"Aqua-Chem, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,Altus Capital Partners,,,,,,,Abbott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2273,U.S.A.,Americas,North America,San Diego,California,Land based,San Diego,378,S,0.100000000000000,0.080000000000000,1,378.000000000000000,0.100000000000000,0.080000000000000,,RO (Reverse Osmosis),,,,,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),1973,1974,,,,Industry (TDS <10ppm),,,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100,,,,,,,,,EPC,,,,,,,,,,,,,,,"390,000 USD",,2012-06-27 03:32:03 UTC,32.713355350000000,-117.173583899999997,,,,,,,,,,,,,,Aqua Media,,,,,,,,,,,,,,,,,,,,,,,,,,"Evoqua Water Technologies, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2274,U.S.A.,Americas,North America,Leeds,North Dakota,Land based,Leeds,378,S,0.100000000000000,0.080000000000000,1,378.000000000000000,0.100000000000000,0.080000000000000,,RO (Reverse Osmosis),,,,,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),1973,1974,,,,Municipalities as drinking water (TDS 10ppm - <1000ppm),,Municipality of Leeds,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100,,,,,,,,,EPC,,,,,,,,,,,,,,,"390,000 USD",,2012-06-27 03:32:20 UTC,48.288888200000002,-99.437635200000003,,,,,,,,,,,,,,Siemens Water Technologies,,,,,,,,,,,,,,,,,,,,,,,,,,"Evoqua Water Technologies, LLC",,,,,,,Municipality of Leeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2276,U.S.A.,Americas,North America,Marineland,Florida,Land based,Marineland,378,S,0.100000000000000,0.080000000000000,1,378.000000000000000,0.100000000000000,0.080000000000000,,RO (Reverse Osmosis),,,,,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),1972,1973,,,,Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100,,,,,,,,,EPC,,,,,,,,,,,,,,,"390,000 USD",,2012-06-27 03:32:09 UTC,29.668861400000001,-81.213397999999998,,,,,,,,,,,,,,Siemens Water Technologies,,,,,,,,,,,,,,,,,,,,,,,,,,"Evoqua Water Technologies, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2277,U.S.A.,Americas,North America,Miami,Florida,Land based,Miami,378,S,0.100000000000000,0.080000000000000,1,378.000000000000000,0.100000000000000,0.080000000000000,,RO (Reverse Osmosis),,,,Spiral Wound Membrane,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),1975,1976,,,,Industry (TDS <10ppm),Food & Beverage,Beverage Factory,Presumed Offline,Stand-alone,Koch Industries Inc.,100,,,,,,,,,EPC,,,,,,,,,,,,,,,"390,000 USD",,2014-04-03 15:29:57 UTC,25.774265799999998,-80.193658900000003,,,,,,,,,,,,,,Koch Membrane Systems,,,,,Koch Membrane Systems,,,,,,,,,,,,,,,,,,,,,Koch Industries Inc.,,,,,,,Beverage Factory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spiral Wound Membrane,,,,,,,,,,,,,,,,,,,,,,,,,,
2278,U.S.A.,Americas,North America,Alta Vista,Kansas,Land based,Alta Vista,378,S,0.100000000000000,0.080000000000000,2,189.000000000000000,0.050000000000000,0.040000000000000,,MED (Multi-effect Distillation),,,,,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),1973,1974,,,,Industry (TDS <10ppm),,,Presumed Offline,Stand-alone,MECO,100,,,,,,,,,EPC,,,,,,,,,,,,,,,"390,000 USD",,2012-06-27 03:32:15 UTC,38.863891600000002,-96.489167800000004,,,,,,0,,,,,,,,MECO,,,,,,,,,,,,,,,,,,,,,,,,,,MECO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2279,U.S.A.,Americas,North America,Tecate,California,Land based,Tecate,378,S,0.100000000000000,0.080000000000000,1,378.000000000000000,0.100000000000000,0.080000000000000,,RO (Reverse Osmosis),,,,Hollow Fibre Membrane,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),1978,1979,,,,Industry (TDS <10ppm),Food & Beverage,Brewery,Presumed Offline,Stand-alone,Amiantit Group,100,,,,,,,,,EPC,,,,,,,,,,,,,,,"390,000 USD",,2014-04-03 15:29:56 UTC,32.577283299999998,-116.627517600000004,,,,,,,,,,,,,,Preussag Wassertechnik(PWT),,,,,DuPont,,,,,,,,,,,,,,,,,,,,,Amiantit Group,,,,,,,Brewery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,Hollow Fibre Membrane,,,,,,,,,,,,,,,,,,,,,,,,,,
2280,U.S.A.,Americas,North America,Dumfries,Virginia,Land based,Dumfries,378,S,0.100000000000000,0.080000000000000,1,378.000000000000000,0.100000000000000,0.080000000000000,,MED (Multi-effect Distillation),,STE (Submerged tube Evaporator),,,,,,,,,,Seawater (TDS 20000ppm - 50000ppm),1959,1960,,,,Industry (TDS <10ppm),,Electricity  / Possum Points,Presumed Offline,Stand-alone,Envirogenics,100,,,,,,,,,EPC,,,,,,,,,,,,,,,"1,010,000 USD",,2012-06-27 03:32:33 UTC,38.567620200000000,-77.328038199999995,,,,,,,,,,,,,,Envirogenics,,,,,,,,,,,,,,,,,,,,,,,,,,Envirogenics,,,,,,,Electricity  / Possum Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STE (Submerged tube Evaporator),,,,,,,,,,,,,,
2281,U.S.A.,Americas,North America,Hobbs,New Mexico,Land based,Hobbs,378,S,0.100000000000000,0.080000000000000,1,378.000000000000000,0.100000000000000,0.080000000000000,,RO (Reverse Osmosis),,,,,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),1977,1978,,,,Industry (TDS <10ppm),Power,Power Station ,Presumed Offline,Stand-alone,NEPTUNE MICROFLOC,100,,,,,,,,,EPC,,,,,,,,,,,,,,,"390,000 USD",,2014-04-03 15:30:00 UTC,32.702611599999997,-103.136040300000005,,,,,,,,,,,,,,NEPTUNE MICROFLOC,,,,,,,,,,,,,,,,,,,,,,,,,,NEPTUNE MICROFLOC,,,,,,,Power Station ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2283,U.S.A.,Americas,North America,Portsmouth,New Hampshire,Land based,Portsmouth,378,S,0.100000000000000,0.080000000000000,1,378.000000000000000,0.100000000000000,0.080000000000000,,MED (Multi-effect Distillation),,STE (Submerged tube Evaporator),,,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),1959,1960,,,,Power stations (TDS <10ppm),Power,,Presumed Offline,Stand-alone,Envirogenics,100,,,,,,,,,EPC,,,,,,,,,,,,,,,"390,000 USD",,2014-04-03 15:30:03 UTC,43.071755199999998,-70.762553199999999,,,,,,,,,,,,,,Envirogenics,,,,,,,,,,,,,,,,,,,,,,,,,,Envirogenics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STE (Submerged tube Evaporator),,,,,,,,,,,,,,
2284,U.S.A.,Americas,North America,Palm Beach,Florida,Land based,Palm Beach,378,S,0.100000000000000,0.080000000000000,1,378.000000000000000,0.100000000000000,0.080000000000000,,RO (Reverse Osmosis),,,,,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),1978,1979,,,,Industry (TDS <10ppm),,,Presumed Offline,Stand-alone,Basic,100,,,,,,,,,EPC,,,,,,,,,,,,,,,"390,000 USD",,2012-06-27 03:32:10 UTC,26.705620600000000,-80.036429699999999,,,,,,,,,,,,,,Basic,,,,,,,,,,,,,,,,,,,,,,,,,,Basic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2289,U.S.A.,Americas,North America,San Diego,California,Land based,San Diego,370,S,0.100000000000000,0.080000000000000,1,370.000000000000000,0.100000000000000,0.080000000000000,,RO (Reverse Osmosis),,,,,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),1975,1976,,,,Industry (TDS <10ppm),,,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100,,,,,,,,,EPC,,,,,,,,,,,,,,,"380,000 USD",,2017-11-23 14:58:30 UTC,32.713355350000000,-117.173583899999997,,,,,,,,,,,,,,Aqua Media,,,,,,,,,,,,,,,,,,,,,,,,,,"Evoqua Water Technologies, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2290,U.S.A.,Americas,North America,Shirley,New York,Land based,Shirley,367,S,0.100000000000000,0.080000000000000,,,,,,RO (Reverse Osmosis),,,,,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),2013,2013,,,,Industry (TDS <10ppm),Refining/Chemicals,,Online,,GdF Suez,100,,,,,,,,,EPC,,,,,,,,,,,,,,,,,2014-08-11 11:50:59 UTC,40.801487600000002,-72.867603299999999,,,,,,,,,,,,,,GE Water & Process Technologies ,,,,,,,,,,,,,,,,,,,,,,,,,,GdF Suez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2292,U.S.A.,Americas,North America,Livermore,California,Land based,Livermore,363,S,0.100000000000000,0.080000000000000,1,363.000000000000000,0.100000000000000,0.080000000000000,,RO (Reverse Osmosis),,,,,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),1973,1974,,,,Industry (TDS <10ppm),,,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100,,,,,,,,,EPC,,,,,,,,,,,,,,,"380,000 USD",,2012-06-27 03:32:01 UTC,37.681874499999999,-121.768008800000004,,,,,,,,,,,,,,Aqua Media,,,,,,,,,,,,,,,,,,,,,,,,,,"Evoqua Water Technologies, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2293,U.S.A.,Americas,North America,Manassas,Virginia,Land based,Manassas,363,S,0.100000000000000,0.080000000000000,1,363.000000000000000,0.100000000000000,0.080000000000000,,RO (Reverse Osmosis),,,,,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),1969,1970,,,,Power stations (TDS <10ppm),Power,IBM Corporation,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100,,,,,,,,,EPC,,,,,,,,,,,,,,,"380,000 USD",,2014-04-03 15:30:03 UTC,38.750948800000003,-77.475266700000006,,,,,,,,,,,,,,Siemens Water Technologies,,,,,,,,,,,,,,,,,,,,,,,,,,"Evoqua Water Technologies, LLC",,,,,,,IBM Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2295,U.S.A.,Americas,North America,Sunrise,Florida,Land based,Sunrise,360,S,0.100000000000000,0.080000000000000,1,360.000000000000000,0.100000000000000,0.080000000000000,,RO (Reverse Osmosis),,,,,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),1972,1973,,,,Power stations (TDS <10ppm),Power,,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100,,,,,,,,,EPC,,,,,,,,,,,,,,,"370,000 USD",,2014-08-13 13:33:14 UTC,26.167147730000000,-80.256277080000004,,,,,,,,,,,,,,Siemens Water Technologies,,,,,,,,,,,,,,,,,,,,,,,,,,"Evoqua Water Technologies, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2296,U.S.A.,Americas,North America,Yonkers,New York,Land based,Yonkers,360,S,0.100000000000000,0.080000000000000,1,360.000000000000000,0.100000000000000,0.080000000000000,,MED (Multi-effect Distillation),MVC (Mechanical Vapour Compression),,,,,,,,,,,Wastewater,1983,1984,,,,Industry (TDS <10ppm),Food & Beverage,Factory,Presumed Online,Stand-alone,GdF Suez,100,,,,,,,,,EPC,,,,,,,,,,,,,,,"530,000 USD",,2014-04-03 15:30:00 UTC,40.931209899999999,-73.898746900000006,,,,,,0,,,,,,,,"Ionics, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,GdF Suez,,,,,,,Factory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MVC (Mechanical Vapour Compression),,,,,,,,,,,,,,,,
2297,U.S.A.,Americas,North America,Punta Gorda,Florida,Land based,Punta Gorda,359,S,0.090000000000000,0.080000000000000,1,359.000000000000000,0.090000000000000,0.080000000000000,,RO (Reverse Osmosis),,,,,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),1974,1975,,,,Municipalities as drinking water (TDS 10ppm - <1000ppm),,Development Com,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100,,,,,,,,,EPC,,,,,,,,,,,,,,,"370,000 USD",,2012-06-27 03:32:11 UTC,26.929783600000000,-82.045366400000006,,,,,,,,,,,,,,Siemens Water Technologies,,,,,,,,,,,,,,,,,,,,,,,,,,"Evoqua Water Technologies, LLC",,,,,,,Development Com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2302,U.S.A.,Americas,North America,Fremont,Nebraska,Land based,Fremont ,354,S,0.090000000000000,0.080000000000000,,,,,,RO (Reverse Osmosis),,,,,,,,,,,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),2009,2009,,,,Industry (TDS <10ppm),,,Online,,GdF Suez,100,,,,,,,,,EPC,,,,,,,,,,,,,,,,,2014-08-12 11:17:59 UTC,41.433390899999999,-96.498146700000007,,,,,,,,,,,,,,GE Water & Process Technologies ,,,,,,,,,,,,,,,,,,,,,,,,,,GdF Suez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2306,U.S.A.,Americas,North America,Pasadena,California,Land based,Pasadena,354,S,0.090000000000000,0.080000000000000,1,354.000000000000000,0.090000000000000,0.080000000000000,,RO (Reverse Osmosis),,,,Hollow Fibre Membrane,,,,,,,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),1991,1991,,,,Industry (TDS <10ppm),,,Presumed Online,Stand-alone,"Evoqua Water Technologies, LLC",100,,,,,,,,,EPC,,,,,,,,,,,,,,,"290,000 USD",,2012-06-27 03:32:32 UTC,34.147784899999998,-118.144515499999997,,,,,,,,,,,,,,Siemens Water Technologies,,,,,DuPont,,,,,,,,,,,,,,,,,,,,,"Evoqua Water Technologies, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,Hollow Fibre Membrane,,,,,,,,,,,,,,,,,,,,,,,,,,
2312,U.S.A.,Americas,North America,Tennessee,Tennessee,Land based,Oak Ridge,343,S,0.090000000000000,0.080000000000000,,,,,,RO (Reverse Osmosis),,,,,,,,,,,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),2011,2011,,,,Industry (TDS <10ppm),,,Online,,GdF Suez,100,,,,,,,,,EPC,,,,,,,,,,,,,,,,,2014-04-03 15:30:37 UTC,35.750346800000003,-86.250270999999998,,,,,,,,,,,,,,GE Water & Process Technologies ,,,,,,,,,,,,,,,,,,,,,,,,,,GdF Suez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2313,U.S.A.,Americas,North America,Goleta,California,Land based,Goleta,342,S,0.090000000000000,0.080000000000000,1,342.000000000000000,0.090000000000000,0.080000000000000,,RO (Reverse Osmosis),,,Hydranautics,Spiral Wound Membrane,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),1977,1978,,,,Municipalities as drinking water (TDS 10ppm - <1000ppm),,Coromar Water,Presumed Offline,Stand-alone,Nitto Denko Corporation,100,,,,,,,,,EPC,,,,,,,,,,,,,,,"350,000 USD",,2012-06-27 03:32:00 UTC,35.435833000000002,-119.827500000000001,,,,,,,,,,,,,,Hydranautics,,,,,,,,,,,,,,,,,,,,,,,,,,Nitto Denko Corporation,,,,,,,Coromar Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,Spiral Wound Membrane,,,,,,,,,,,,,,,,,,,,,,,,,,
2314,U.S.A.,Americas,North America,Fort Myers,Florida,Land based,Fort Lazio,341,S,0.090000000000000,0.080000000000000,1,341.000000000000000,0.090000000000000,0.080000000000000,,RO (Reverse Osmosis),,,,Spiral Wound Membrane,,,,,,,,Pure water or tap water (TDS <500ppm),1989,1989,,,,Tourist facilities as drinking water (TDS 10ppm - <1000ppm),,Municipality,Presumed Online,Stand-alone,Xylem Inc.,100,,,,,,,,,EPC,,,,,,,,,,,,,,,"250,000 USD",,2012-06-27 03:32:07 UTC,26.640628000000000,-81.872308399999994,,,,,,,,,,,,,,"Waterlink, Inc.",,,,,Dow Filmtec,,,,,,,,,,,,,,,,,,,,,Xylem Inc.,,,,,,,Municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,Spiral Wound Membrane,,,,,,,,,,,,,,,,,,,,,,,,,,
2315,U.S.A.,Americas,North America,Colorado,Colorado,Land based,Petroglyph Operating Co.,341,S,0.090000000000000,0.080000000000000,,,,,,RO (Reverse Osmosis),,,,Spiral Wound Membrane,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),2011,2011,,,,Industry (TDS <10ppm),,,Online,,,,,,,,,,,,EPC,,,,,,,,,,,,,,,,,2014-04-03 15:30:37 UTC,39.000269799999998,-105.500832700000004,,,,,,,,,,,,,,,,,,,"Toray Industries, Inc.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spiral Wound Membrane,,,,,,,,,,,,,,,,,,,,,,,,,,
